"TIME","GEO","TRA_MEAS","UNIT","Value","Flag and Footnotes"
"1999","Eesti","Passengers carried","Thousand passengers",":",""
"1999","Eesti","Passengers carried","Thousand passengers",":",""
"1999","Ireland","Passengers carried","Thousand passengers","15,235",""
"1999","Éire/Ireland","Passengers carried","Thousand passengers","15,235",""
"1999","Border, Midland and Western","Passengers carried","Thousand passengers",":",""
"1999","Southern and Eastern","Passengers carried","Thousand passengers","15,235",""
"1999","Greece","Passengers carried","Thousand passengers","27,585",""
"1999","Voreia Ellada (NUTS 2010)","Passengers carried","Thousand passengers","4,035",""
"1999","Anatoliki Makedonia, Thraki (NUTS 2010)","Passengers carried","Thousand passengers","541",""
"1999","Kentriki Makedonia (NUTS 2010)","Passengers carried","Thousand passengers","3,186",""
"1999","Dytiki Makedonia (NUTS 2010)","Passengers carried","Thousand passengers","15",""
"1999","Thessalia (NUTS 2010)","Passengers carried","Thousand passengers","292",""
"1999","Kentriki Ellada (NUTS 2010)","Passengers carried","Thousand passengers","3,595",""
"1999","Ipeiros (NUTS 2010)","Passengers carried","Thousand passengers","119",""
"1999","Ionia Nisia (NUTS 2010)","Passengers carried","Thousand passengers","3,080",""
"1999","Dytiki Ellada (NUTS 2010)","Passengers carried","Thousand passengers","304",""
"1999","Sterea Ellada (NUTS 2010)","Passengers carried","Thousand passengers","2",""
"1999","Peloponnisos (NUTS 2010)","Passengers carried","Thousand passengers","90",""
"1999","Attiki","Passengers carried","Thousand passengers","11,767",""
"1999","Attiki","Passengers carried","Thousand passengers","11,767",""
"1999","Nisia Aigaiou, Kriti","Passengers carried","Thousand passengers","13,276",""
"1999","Voreio Aigaio","Passengers carried","Thousand passengers","1,299",""
"1999","Notio Aigaio","Passengers carried","Thousand passengers","5,829",""
"1999","Kriti","Passengers carried","Thousand passengers","6,194",""
"1999","Extra-Regio NUTS 1","Passengers carried","Thousand passengers",":",""
"1999","Extra-Regio NUTS 2","Passengers carried","Thousand passengers",":",""
"1999","Spain","Passengers carried","Thousand passengers","101,326",""
"1999","Noroeste (ES)","Passengers carried","Thousand passengers","3,518",""
"1999","Galicia","Passengers carried","Thousand passengers","2,608",""
"1999","Principado de Asturias","Passengers carried","Thousand passengers","691",""
"1999","Cantabria","Passengers carried","Thousand passengers","219",""
"1999","Noreste (ES)","Passengers carried","Thousand passengers","3,162",""
"1999","País Vasco","Passengers carried","Thousand passengers","2,641",""
"1999","Comunidad Foral de Navarra","Passengers carried","Thousand passengers","282",""
"1999","La Rioja","Passengers carried","Thousand passengers",":",""
"1999","Aragón","Passengers carried","Thousand passengers","239",""
"1999","Comunidad de Madrid","Passengers carried","Thousand passengers","27,398",""
"1999","Comunidad de Madrid","Passengers carried","Thousand passengers","27,398",""
"1999","Centro (ES)","Passengers carried","Thousand passengers","229",""
"1999","Castilla y León","Passengers carried","Thousand passengers","215",""
"1999","Castilla-la Mancha","Passengers carried","Thousand passengers",":",""
"1999","Extremadura","Passengers carried","Thousand passengers","15",""
"1999","Este (ES)","Passengers carried","Thousand passengers","47,525",""
"1999","Cataluña","Passengers carried","Thousand passengers","18,188",""
"1999","Comunidad Valenciana","Passengers carried","Thousand passengers","7,305",""
"1999","Illes Balears","Passengers carried","Thousand passengers","25,216",""
"1999","Sur (ES)","Passengers carried","Thousand passengers","12,124",""
"1999","Andalucía","Passengers carried","Thousand passengers","11,975",""
"1999","Región de Murcia","Passengers carried","Thousand passengers","139",""
"1999","Ciudad Autónoma de Ceuta (ES)","Passengers carried","Thousand passengers",":",""
"1999","Ciudad Autónoma de Melilla (ES)","Passengers carried","Thousand passengers","275",""
"1999","Canarias (ES)","Passengers carried","Thousand passengers","26,381",""
"1999","Canarias (ES)","Passengers carried","Thousand passengers","26,381",""
"1999","France","Passengers carried","Thousand passengers","94,286",""
"1999","Île de France","Passengers carried","Thousand passengers","65,403",""
"1999","Île de France","Passengers carried","Thousand passengers","65,403",""
"1999","Bassin Parisien","Passengers carried","Thousand passengers","379",""
"1999","Champagne-Ardenne","Passengers carried","Thousand passengers",":",""
"1999","Picardie","Passengers carried","Thousand passengers","379",""
"1999","Haute-Normandie","Passengers carried","Thousand passengers",":",""
"1999","Centre (FR)","Passengers carried","Thousand passengers",":",""
"1999","Basse-Normandie","Passengers carried","Thousand passengers",":",""
"1999","Bourgogne","Passengers carried","Thousand passengers",":",""
"1999","Nord - Pas-de-Calais","Passengers carried","Thousand passengers","959",""
"1999","Nord - Pas-de-Calais","Passengers carried","Thousand passengers","959",""
"1999","Est (FR)","Passengers carried","Thousand passengers","9,550",""
"1999","Lorraine","Passengers carried","Thousand passengers","288",""
"1999","Alsace","Passengers carried","Thousand passengers","9,262",""
"1999","Franche-Comté","Passengers carried","Thousand passengers",":",""
"1999","Ouest (FR)","Passengers carried","Thousand passengers","2,748",""
"1999","Pays de la Loire","Passengers carried","Thousand passengers","1,710",""
"1999","Bretagne","Passengers carried","Thousand passengers","1,069",""
"1999","Poitou-Charentes","Passengers carried","Thousand passengers",":",""
"1999","Sud-Ouest (FR)","Passengers carried","Thousand passengers","9,579",""
"1999","Aquitaine","Passengers carried","Thousand passengers","4,215",""
"1999","Midi-Pyrénées","Passengers carried","Thousand passengers","5,364",""
"1999","Limousin","Passengers carried","Thousand passengers",":",""
"1999","Centre-Est (FR)","Passengers carried","Thousand passengers","5,575",""
"1999","Rhône-Alpes","Passengers carried","Thousand passengers","5,575",""
"1999","Auvergne","Passengers carried","Thousand passengers",":",""
"1999","Méditerranée","Passengers carried","Thousand passengers","18,805",""
"1999","Languedoc-Roussillon","Passengers carried","Thousand passengers","2,386",""
"1999","Provence-Alpes-Côte d'Azur","Passengers carried","Thousand passengers","15,130",""
"1999","Corse","Passengers carried","Thousand passengers","2,371",""
"1999","Départements d'outre-mer","Passengers carried","Thousand passengers",":",""
"1999","Mayotte","Passengers carried","Thousand passengers",":",""
"1999","Départements d'outre-mer (NUTS 2010)","Passengers carried","Thousand passengers","4,549",""
"1999","Guadeloupe (NUTS 2010)","Passengers carried","Thousand passengers","1,878",""
"1999","Martinique (NUTS 2010)","Passengers carried","Thousand passengers","1,643",""
"1999","Guyane (NUTS 2010)","Passengers carried","Thousand passengers","421",""
"1999","Réunion (NUTS 2010)","Passengers carried","Thousand passengers","999",""
"1999","Extra-Regio NUTS 1","Passengers carried","Thousand passengers",":",""
"1999","Extra-Regio NUTS 2","Passengers carried","Thousand passengers",":",""
"1999","Croatia","Passengers carried","Thousand passengers",":",""
"1999","Hrvatska","Passengers carried","Thousand passengers",":",""
"1999","Jadranska Hrvatska","Passengers carried","Thousand passengers",":",""
"1999","Kontinentalna Hrvatska","Passengers carried","Thousand passengers",":",""
"1999","Sjeverozapadna Hrvatska (former statistical region)","Passengers carried","Thousand passengers",":",""
"1999","Italy","Passengers carried","Thousand passengers","60,188",""
"1999","Nord-Ovest","Passengers carried","Thousand passengers","27,639",""
"1999","Piemonte","Passengers carried","Thousand passengers","2,474",""
"1999","Valle d'Aosta/Vallée d'Aoste","Passengers carried","Thousand passengers",":",""
"1999","Liguria","Passengers carried","Thousand passengers","1,028",""
"1999","Lombardia","Passengers carried","Thousand passengers","24,197",""
"1999","Nord-Est","Passengers carried","Thousand passengers","9,234",""
"1999","Provincia Autonoma di Bolzano/Bozen","Passengers carried","Thousand passengers",":",""
"1999","Veneto","Passengers carried","Thousand passengers","5,255",""
"1999","Friuli-Venezia Giulia","Passengers carried","Thousand passengers","573",""
"1999","Emilia-Romagna","Passengers carried","Thousand passengers","3,407",""
"1999","Centro (IT)","Passengers carried","Thousand passengers","26,746",""
"1999","Toscana","Passengers carried","Thousand passengers","2,479",""
"1999","Umbria","Passengers carried","Thousand passengers","32",""
"1999","Marche","Passengers carried","Thousand passengers","327",""
"1999","Lazio","Passengers carried","Thousand passengers","24,349",""
"1999","Sud","Passengers carried","Thousand passengers","6,189",""
"1999","Abruzzo","Passengers carried","Thousand passengers","75",""
"1999","Campania","Passengers carried","Thousand passengers","3,529",""
"1999","Puglia","Passengers carried","Thousand passengers","1,384",""
"1999","Calabria","Passengers carried","Thousand passengers","1,202",""
"1999","Isole","Passengers carried","Thousand passengers","9,387",""
"1999","Sicilia","Passengers carried","Thousand passengers","6,077",""
"1999","Sardegna","Passengers carried","Thousand passengers","3,367",""
"1999","Extra-Regio NUTS 1","Passengers carried","Thousand passengers","138",""
"1999","Extra-Regio NUTS 2","Passengers carried","Thousand passengers","138",""
"1999","Cyprus","Passengers carried","Thousand passengers",":",""
"1999","Kypros","Passengers carried","Thousand passengers",":",""
"1999","Kypros","Passengers carried","Thousand passengers",":",""
"1999","Latvia","Passengers carried","Thousand passengers",":",""
"1999","Latvija","Passengers carried","Thousand passengers",":",""
"1999","Latvija","Passengers carried","Thousand passengers",":",""
"1999","Lithuania","Passengers carried","Thousand passengers",":",""
"1999","Lietuva","Passengers carried","Thousand passengers",":",""
"1999","Lietuva","Passengers carried","Thousand passengers",":",""
"1999","Luxembourg","Passengers carried","Thousand passengers","1,574",""
"1999","Luxembourg","Passengers carried","Thousand passengers","1,574",""
"1999","Luxembourg","Passengers carried","Thousand passengers","1,574",""
"1999","Hungary","Passengers carried","Thousand passengers",":",""
"1999","Közép-Magyarország","Passengers carried","Thousand passengers",":",""
"1999","Közép-Magyarország","Passengers carried","Thousand passengers",":",""
"1999","Malta","Passengers carried","Thousand passengers",":",""
"1999","Malta","Passengers carried","Thousand passengers",":",""
"1999","Malta","Passengers carried","Thousand passengers",":",""
"1999","Netherlands","Passengers carried","Thousand passengers","37,452",""
"1999","Noord-Nederland","Passengers carried","Thousand passengers",":",""
"1999","Drenthe","Passengers carried","Thousand passengers",":",""
"1999","West-Nederland","Passengers carried","Thousand passengers","37,030",""
"1999","Noord-Holland","Passengers carried","Thousand passengers","36,424",""
"1999","Zuid-Holland","Passengers carried","Thousand passengers","607",""
"1999","Zuid-Nederland","Passengers carried","Thousand passengers","581",""
"1999","Noord-Brabant","Passengers carried","Thousand passengers","288",""
"1999","Limburg (NL)","Passengers carried","Thousand passengers","293",""
"1999","Austria","Passengers carried","Thousand passengers","13,778",""
"1999","Ostösterreich","Passengers carried","Thousand passengers","11,047",""
"1999","Niederösterreich","Passengers carried","Thousand passengers","11,047",""
"1999","Südösterreich","Passengers carried","Thousand passengers","858",""
"1999","Kärnten","Passengers carried","Thousand passengers","212",""
"1999","Steiermark","Passengers carried","Thousand passengers","645",""
"1999","Westösterreich","Passengers carried","Thousand passengers","2,353",""
"1999","Oberösterreich","Passengers carried","Thousand passengers","654",""
"1999","Salzburg","Passengers carried","Thousand passengers","1,117",""
"1999","Tirol","Passengers carried","Thousand passengers","600",""
"1999","Poland","Passengers carried","Thousand passengers",":",""
"1999","Region Centralny","Passengers carried","Thousand passengers",":",""
"1999","Lódzkie","Passengers carried","Thousand passengers",":",""
"1999","Mazowieckie","Passengers carried","Thousand passengers",":",""
"1999","Region Poludniowy","Passengers carried","Thousand passengers",":",""
"1999","Malopolskie","Passengers carried","Thousand passengers",":",""
"1999","Slaskie","Passengers carried","Thousand passengers",":",""
"1999","Region Wschodni","Passengers carried","Thousand passengers",":",""
"1999","Podkarpackie","Passengers carried","Thousand passengers",":",""
"1999","Region Pólnocno-Zachodni","Passengers carried","Thousand passengers",":",""
"1999","Wielkopolskie","Passengers carried","Thousand passengers",":",""
"1999","Zachodniopomorskie","Passengers carried","Thousand passengers",":",""
"1999","Region Poludniowo-Zachodni","Passengers carried","Thousand passengers",":",""
"1999","Dolnoslaskie","Passengers carried","Thousand passengers",":",""
"1999","Region Pólnocny","Passengers carried","Thousand passengers",":",""
"1999","Kujawsko-Pomorskie","Passengers carried","Thousand passengers",":",""
"1999","Pomorskie","Passengers carried","Thousand passengers",":",""
"1999","Portugal","Passengers carried","Thousand passengers","14,966",""
"1999","Continente","Passengers carried","Thousand passengers","14,595",""
"1999","Norte","Passengers carried","Thousand passengers","2,636",""
"1999","Algarve","Passengers carried","Thousand passengers","4,405",""
"1999","Área Metropolitana de Lisboa","Passengers carried","Thousand passengers","8,437",""
"1999","Alentejo","Passengers carried","Thousand passengers",":",""
"1999","Região Autónoma dos Açores (PT)","Passengers carried","Thousand passengers","718",""
"1999","Região Autónoma dos Açores (PT)","Passengers carried","Thousand passengers","718",""
"1999","Região Autónoma da Madeira (PT)","Passengers carried","Thousand passengers",":",""
"1999","Região Autónoma da Madeira (PT)","Passengers carried","Thousand passengers",":",""
"1999","Romania","Passengers carried","Thousand passengers",":",""
"1999","Macroregiunea unu","Passengers carried","Thousand passengers",":",""
"1999","Nord-Vest","Passengers carried","Thousand passengers",":",""
"1999","Centru","Passengers carried","Thousand passengers",":",""
"1999","Macroregiunea doi","Passengers carried","Thousand passengers",":",""
"1999","Nord-Est","Passengers carried","Thousand passengers",":",""
"1999","Sud-Est","Passengers carried","Thousand passengers",":",""
"1999","Macroregiunea trei","Passengers carried","Thousand passengers",":",""
"1999","Bucuresti - Ilfov","Passengers carried","Thousand passengers",":",""
"1999","Macroregiunea patru","Passengers carried","Thousand passengers",":",""
"1999","Sud-Vest Oltenia","Passengers carried","Thousand passengers",":",""
"1999","Vest","Passengers carried","Thousand passengers",":",""
"1999","Slovenia","Passengers carried","Thousand passengers",":",""
"1999","Slovenija","Passengers carried","Thousand passengers",":",""
"1999","Zahodna Slovenija (NUTS 2010)","Passengers carried","Thousand passengers",":",""
"1999","Slovakia","Passengers carried","Thousand passengers",":",""
"1999","Slovensko","Passengers carried","Thousand passengers",":",""
"1999","Bratislavskı kraj","Passengers carried","Thousand passengers",":",""
"1999","Vıchodné Slovensko","Passengers carried","Thousand passengers",":",""
"1999","Extra-Regio NUTS 1","Passengers carried","Thousand passengers",":",""
"1999","Extra-Regio NUTS 2","Passengers carried","Thousand passengers",":",""
"1999","Finland","Passengers carried","Thousand passengers","9,796",""
"1999","Manner-Suomi","Passengers carried","Thousand passengers","9,788",""
"1999","Länsi-Suomi","Passengers carried","Thousand passengers","918",""
"1999","Helsinki-Uusimaa","Passengers carried","Thousand passengers","9,139",""
"1999","Etelä-Suomi","Passengers carried","Thousand passengers","405",""
"1999","Pohjois- ja Itä-Suomi","Passengers carried","Thousand passengers","2,068",""
"1999","Åland","Passengers carried","Thousand passengers","106",""
"1999","Åland","Passengers carried","Thousand passengers","106",""
"1999","Extra-Regio NUTS 1","Passengers carried","Thousand passengers",":",""
"1999","Extra-Regio NUTS 2","Passengers carried","Thousand passengers",":",""
"1999","Sweden","Passengers carried","Thousand passengers","22,893",""
"1999","Östra Sverige","Passengers carried","Thousand passengers","18,776",""
"1999","Stockholm","Passengers carried","Thousand passengers","18,573",""
"1999","Östra Mellansverige","Passengers carried","Thousand passengers","217",""
"1999","Södra Sverige","Passengers carried","Thousand passengers","7,468",""
"1999","Småland med öarna","Passengers carried","Thousand passengers","832",""
"1999","Sydsverige","Passengers carried","Thousand passengers","2,545",""
"1999","Västsverige","Passengers carried","Thousand passengers","4,142",""
"1999","Norra Sverige","Passengers carried","Thousand passengers","3,326",""
"1999","Norra Mellansverige","Passengers carried","Thousand passengers","275",""
"1999","Mellersta Norrland","Passengers carried","Thousand passengers","1,019",""
"1999","Övre Norrland","Passengers carried","Thousand passengers","2,076",""
"1999","United Kingdom","Passengers carried","Thousand passengers","133,214",""
"1999","North East (UK)","Passengers carried","Thousand passengers","2,540",""
"1999","Tees Valley and Durham","Passengers carried","Thousand passengers","492",""
"1999","Northumberland and Tyne and Wear","Passengers carried","Thousand passengers","2,048",""
"1999","North West (UK)","Passengers carried","Thousand passengers","15,637",""
"1999","Cumbria","Passengers carried","Thousand passengers","0",""
"1999","Greater Manchester","Passengers carried","Thousand passengers","14,727",""
"1999","Lancashire","Passengers carried","Thousand passengers","63",""
"1999","Merseyside","Passengers carried","Thousand passengers","847",""
"1999","Yorkshire and The Humber","Passengers carried","Thousand passengers","1,488",""
"1999","East Yorkshire and Northern Lincolnshire","Passengers carried","Thousand passengers","391",""
"1999","South Yorkshire","Passengers carried","Thousand passengers","55",""
"1999","West Yorkshire","Passengers carried","Thousand passengers","1,042",""
"1999","East Midlands (UK)","Passengers carried","Thousand passengers","1,858",""
"1999","Leicestershire, Rutland and Northamptonshire","Passengers carried","Thousand passengers","1,858",""
"1999","Lincolnshire","Passengers carried","Thousand passengers",":",""
"1999","West Midlands (UK)","Passengers carried","Thousand passengers","5,770",""
"1999","Herefordshire, Worcestershire and Warwickshire","Passengers carried","Thousand passengers","2",""
"1999","West Midlands","Passengers carried","Thousand passengers","5,768",""
"1999","East of England","Passengers carried","Thousand passengers","12,168",""
"1999","East Anglia","Passengers carried","Thousand passengers","279",""
"1999","Bedfordshire and Hertfordshire","Passengers carried","Thousand passengers","3,936",""
"1999","Essex","Passengers carried","Thousand passengers","7,953",""
"1999","London","Passengers carried","Thousand passengers","56,023",""
"1999","Inner London (NUTS 2010)","Passengers carried","Thousand passengers","1,207",""
"1999","Outer London (NUTS 2010)","Passengers carried","Thousand passengers","54,816",""
"1999","South East (UK)","Passengers carried","Thousand passengers","27,769",""
"1999","Berkshire, Buckinghamshire and Oxfordshire","Passengers carried","Thousand passengers","0",""
"1999","Surrey, East and West Sussex","Passengers carried","Thousand passengers","27,597",""
"1999","Hampshire and Isle of Wight","Passengers carried","Thousand passengers","169",""
"1999","Kent","Passengers carried","Thousand passengers","3",""
"1999","South West (UK)","Passengers carried","Thousand passengers","1,990",""
"1999","Gloucestershire, Wiltshire and Bristol/Bath area","Passengers carried","Thousand passengers","1,593",""
"1999","Dorset and Somerset","Passengers carried","Thousand passengers","223",""
"1999","Cornwall and Isles of Scilly","Passengers carried","Thousand passengers","0",""
"1999","Devon","Passengers carried","Thousand passengers","174",""
"1999","Wales","Passengers carried","Thousand passengers","1,204",""
"1999","West Wales and The Valleys","Passengers carried","Thousand passengers",":",""
"1999","East Wales","Passengers carried","Thousand passengers","1,204",""
"1999","Scotland","Passengers carried","Thousand passengers","5,878",""
"1999","Eastern Scotland","Passengers carried","Thousand passengers","1,328",""
"1999","South Western Scotland","Passengers carried","Thousand passengers","3,615",""
"1999","North Eastern Scotland","Passengers carried","Thousand passengers","816",""
"1999","Highlands and Islands","Passengers carried","Thousand passengers","119",""
"1999","Northern Ireland (UK)","Passengers carried","Thousand passengers","889",""
"1999","Northern Ireland (UK)","Passengers carried","Thousand passengers","889",""
"1999","Extra-Regio NUTS 1","Passengers carried","Thousand passengers",":",""
"1999","Extra-Regio NUTS 2","Passengers carried","Thousand passengers",":",""
"1999","Iceland","Passengers carried","Thousand passengers",":",""
"1999","Ísland","Passengers carried","Thousand passengers",":",""
"1999","Ísland","Passengers carried","Thousand passengers",":",""
"1999","Norway","Passengers carried","Thousand passengers","17,976",""
"1999","Norge","Passengers carried","Thousand passengers","17,976",""
"1999","Oslo og Akershus","Passengers carried","Thousand passengers","12,654",""
"1999","Hedmark og Oppland","Passengers carried","Thousand passengers","8",""
"1999","Sør-Østlandet","Passengers carried","Thousand passengers","245",""
"1999","Agder og Rogaland","Passengers carried","Thousand passengers","3,956",""
"1999","Vestlandet","Passengers carried","Thousand passengers","4,613",""
"1999","Trøndelag","Passengers carried","Thousand passengers","2,624",""
"1999","Nord-Norge","Passengers carried","Thousand passengers","3,043",""
"1999","Extra-Regio level 1","Passengers carried","Thousand passengers","3",""
"1999","Extra-Regio level 2","Passengers carried","Thousand passengers","3",""
"1999","Switzerland","Passengers carried","Thousand passengers","26,938",""
"1999","Schweiz/Suisse/Svizzera","Passengers carried","Thousand passengers","26,938",""
"1999","Région lémanique","Passengers carried","Thousand passengers","6,866",""
"1999","Espace Mittelland","Passengers carried","Thousand passengers","214",""
"1999","Nordwestschweiz","Passengers carried","Thousand passengers",":",""
"1999","Zürich","Passengers carried","Thousand passengers","20,646",""
"1999","Ostschweiz","Passengers carried","Thousand passengers",":",""
"1999","Zentralschweiz","Passengers carried","Thousand passengers",":",""
"1999","Ticino","Passengers carried","Thousand passengers","352",""
"1999","Extra-Regio level 1","Passengers carried","Thousand passengers",":",""
"1999","Extra-Regio level 2","Passengers carried","Thousand passengers",":",""
"2000","Belgium","Passengers carried","Thousand passengers","21,595",""
"2000","Vlaams Gewest","Passengers carried","Thousand passengers","21,595",""
"2000","Prov. Antwerpen","Passengers carried","Thousand passengers",":",""
"2000","Prov. Vlaams-Brabant","Passengers carried","Thousand passengers","21,595",""
"2000","Prov. West-Vlaanderen","Passengers carried","Thousand passengers",":",""
"2000","Région wallonne","Passengers carried","Thousand passengers",":",""
"2000","Prov. Hainaut","Passengers carried","Thousand passengers",":",""
"2000","Prov. Liège","Passengers carried","Thousand passengers",":",""
"2000","Bulgaria","Passengers carried","Thousand passengers",":",""
"2000","Severna i yugoiztochna Bulgaria","Passengers carried","Thousand passengers",":",""
"2000","Severoiztochen","Passengers carried","Thousand passengers",":",""
"2000","Yugoiztochen","Passengers carried","Thousand passengers",":",""
"2000","Yugozapadna i yuzhna tsentralna Bulgaria","Passengers carried","Thousand passengers",":",""
"2000","Yugozapaden","Passengers carried","Thousand passengers",":",""
"2000","Czech Republic","Passengers carried","Thousand passengers",":",""
"2000","Ceská republika","Passengers carried","Thousand passengers",":",""
"2000","Praha","Passengers carried","Thousand passengers",":",""
"2000","Severozápad","Passengers carried","Thousand passengers",":",""
"2000","Severovıchod","Passengers carried","Thousand passengers",":",""
"2000","Jihovıchod","Passengers carried","Thousand passengers",":",""
"2000","Moravskoslezsko","Passengers carried","Thousand passengers",":",""
"2000","Denmark","Passengers carried","Thousand passengers",":",""
"2000","Danmark","Passengers carried","Thousand passengers",":",""
"2000","Hovedstaden","Passengers carried","Thousand passengers",":",""
"2000","Sjælland","Passengers carried","Thousand passengers",":",""
"2000","Syddanmark","Passengers carried","Thousand passengers",":",""
"2000","Midtjylland","Passengers carried","Thousand passengers",":",""
"2000","Nordjylland","Passengers carried","Thousand passengers",":",""
"2000","Germany (until 1990 former territory of the FRG)","Passengers carried","Thousand passengers","120,793",""
"2000","Baden-Württemberg","Passengers carried","Thousand passengers","7,975",""
"2000","Stuttgart","Passengers carried","Thousand passengers","7,975",""
"2000","Karlsruhe","Passengers carried","Thousand passengers",":",""
"2000","Freiburg","Passengers carried","Thousand passengers",":",""
"2000","Tübingen","Passengers carried","Thousand passengers",":",""
"2000","Bayern","Passengers carried","Thousand passengers","25,843",""
"2000","Oberbayern","Passengers carried","Thousand passengers","22,869",""
"2000","Niederbayern","Passengers carried","Thousand passengers",":",""
"2000","Oberfranken","Passengers carried","Thousand passengers",":",""
"2000","Mittelfranken","Passengers carried","Thousand passengers","3,052",""
"2000","Schwaben","Passengers carried","Thousand passengers",":",""
"2000","Berlin","Passengers carried","Thousand passengers","11,021",""
"2000","Berlin","Passengers carried","Thousand passengers","11,021",""
"2000","Brandenburg","Passengers carried","Thousand passengers","2,090",""
"2000","Brandenburg","Passengers carried","Thousand passengers","2,090",""
"2000","Bremen","Passengers carried","Thousand passengers","1,887",""
"2000","Bremen","Passengers carried","Thousand passengers","1,887",""
"2000","Hamburg","Passengers carried","Thousand passengers","9,825",""
"2000","Hamburg","Passengers carried","Thousand passengers","9,825",""
"2000","Hessen","Passengers carried","Thousand passengers","48,963",""
"2000","Darmstadt","Passengers carried","Thousand passengers","48,963",""
"2000","Kassel","Passengers carried","Thousand passengers",":",""
"2000","Mecklenburg-Vorpommern","Passengers carried","Thousand passengers",":",""
"2000","Mecklenburg-Vorpommern","Passengers carried","Thousand passengers",":",""
"2000","Niedersachsen","Passengers carried","Thousand passengers","5,382",""
"2000","Braunschweig","Passengers carried","Thousand passengers",":",""
"2000","Hannover","Passengers carried","Thousand passengers","5,382",""
"2000","Weser-Ems","Passengers carried","Thousand passengers",":",""
"2000","Nordrhein-Westfalen","Passengers carried","Thousand passengers","23,767",""
"2000","Düsseldorf","Passengers carried","Thousand passengers","15,911",""
"2000","Köln","Passengers carried","Thousand passengers","6,192",""
"2000","Münster","Passengers carried","Thousand passengers","1,667",""
"2000","Detmold","Passengers carried","Thousand passengers",":",""
"2000","Arnsberg","Passengers carried","Thousand passengers",":",""
"2000","Rheinland-Pfalz","Passengers carried","Thousand passengers",":",""
"2000","Koblenz","Passengers carried","Thousand passengers",":",""
"2000","Trier","Passengers carried","Thousand passengers",":",""
"2000","Rheinhessen-Pfalz","Passengers carried","Thousand passengers",":",""
"2000","Saarland","Passengers carried","Thousand passengers","439",""
"2000","Saarland","Passengers carried","Thousand passengers","439",""
"2000","Sachsen","Passengers carried","Thousand passengers","3,841",""
"2000","Dresden","Passengers carried","Thousand passengers","1,688",""
"2000","Leipzig","Passengers carried","Thousand passengers","2,158",""
"2000","Sachsen-Anhalt","Passengers carried","Thousand passengers",":",""
"2000","Sachsen-Anhalt","Passengers carried","Thousand passengers",":",""
"2000","Schleswig-Holstein","Passengers carried","Thousand passengers",":",""
"2000","Schleswig-Holstein","Passengers carried","Thousand passengers",":",""
"2000","Thüringen","Passengers carried","Thousand passengers","442",""
"2000","Thüringen","Passengers carried","Thousand passengers","442",""
"2000","Extra-Regio NUTS 1","Passengers carried","Thousand passengers",":",""
"2000","Extra-Regio NUTS 2","Passengers carried","Thousand passengers",":",""
"2000","Estonia","Passengers carried","Thousand passengers",":",""
"2000","Eesti","Passengers carried","Thousand passengers",":",""
"2000","Eesti","Passengers carried","Thousand passengers",":",""
"2000","Ireland","Passengers carried","Thousand passengers","16,696",""
"2000","Éire/Ireland","Passengers carried","Thousand passengers","16,696",""
"2000","Border, Midland and Western","Passengers carried","Thousand passengers",":",""
"2000","Southern and Eastern","Passengers carried","Thousand passengers","16,696",""
"2000","Greece","Passengers carried","Thousand passengers","30,727",""
"2000","Voreia Ellada (NUTS 2010)","Passengers carried","Thousand passengers","4,510",""
"2000","Anatoliki Makedonia, Thraki (NUTS 2010)","Passengers carried","Thousand passengers","627",""
"2000","Kentriki Makedonia (NUTS 2010)","Passengers carried","Thousand passengers","3,546",""
"2000","Dytiki Makedonia (NUTS 2010)","Passengers carried","Thousand passengers","17",""
"2000","Thessalia (NUTS 2010)","Passengers carried","Thousand passengers","320",""
"2000","Kentriki Ellada (NUTS 2010)","Passengers carried","Thousand passengers","4,127",""
"2000","Ipeiros (NUTS 2010)","Passengers carried","Thousand passengers","173",""
"2000","Ionia Nisia (NUTS 2010)","Passengers carried","Thousand passengers","3,478",""
"2000","Dytiki Ellada (NUTS 2010)","Passengers carried","Thousand passengers","383",""
"2000","Sterea Ellada (NUTS 2010)","Passengers carried","Thousand passengers","3",""
"2000","Peloponnisos (NUTS 2010)","Passengers carried","Thousand passengers","91",""
"2000","Attiki","Passengers carried","Thousand passengers","13,346",""
"2000","Attiki","Passengers carried","Thousand passengers","13,346",""
"2000","Nisia Aigaiou, Kriti","Passengers carried","Thousand passengers","14,109",""
"2000","Voreio Aigaio","Passengers carried","Thousand passengers","1,350",""
"2000","Notio Aigaio","Passengers carried","Thousand passengers","6,240",""
"2000","Kriti","Passengers carried","Thousand passengers","6,564",""
"2000","Extra-Regio NUTS 1","Passengers carried","Thousand passengers",":",""
"2000","Extra-Regio NUTS 2","Passengers carried","Thousand passengers",":",""
"2000","Spain","Passengers carried","Thousand passengers","109,967",""
"2000","Noroeste (ES)","Passengers carried","Thousand passengers","3,664",""
"2000","Galicia","Passengers carried","Thousand passengers","2,594",""
"2000","Principado de Asturias","Passengers carried","Thousand passengers","811",""
"2000","Cantabria","Passengers carried","Thousand passengers","259",""
"2000","Noreste (ES)","Passengers carried","Thousand passengers","3,507",""
"2000","País Vasco","Passengers carried","Thousand passengers","2,926",""
"2000","Comunidad Foral de Navarra","Passengers carried","Thousand passengers","335",""
"2000","La Rioja","Passengers carried","Thousand passengers","0",""
"2000","Aragón","Passengers carried","Thousand passengers","246",""
"2000","Comunidad de Madrid","Passengers carried","Thousand passengers","32,717",""
